item_id	i_category	i_brand	r_complement	r_substitute
387	13	7	[927, 2100, 1581, 2140, 1181, 2248, 2087, 2252, 1535, 1604, 2108, 1032, 1134, 960, 1934, 977]	[]
1202	5	11	[1984, 634, 1330, 1807, 629, 924, 408, 2169, 293, 674, 1721, 2067, 1329, 2167, 2247, 488, 1412, 2178, 1216, 1027, 346]	[1984, 1330, 1807, 629, 924, 348, 779, 2169, 673, 674, 1721, 2067, 1329, 2167, 2247, 488, 2178, 1216, 1027, 346]
1824	3	194	[1977, 23, 1018, 1753, 21, 1389, 977]	[1977, 1565, 1745, 2004, 1349, 1029]
349	2	8	[12, 1784, 2068, 427]	[1784]
1110	5	12	[]	[1330, 1807, 629, 1991, 321, 348, 2169, 673, 674, 1721, 2067, 2167, 488, 1599, 1115, 1012, 2178, 1216, 1027, 346]
1657	19	11	[1367, 1537, 285, 915, 1864, 1936, 1727, 1022, 161, 1129, 23, 486, 1494, 698, 619, 208, 1666, 344, 1577, 1484, 1348, 1660, 1413, 935, 482, 253, 2110, 483, 1552, 509, 1656, 418, 2017, 1076, 258, 2202, 973, 529, 837]	[1129, 509, 1656, 1911, 935, 482, 285, 258, 1936, 253, 1727, 2110, 1022, 1891]
729	9	12	[747, 45, 1905, 1022, 1933, 161, 1045, 23, 486, 1494, 619, 208, 344, 255, 744, 1660, 1413, 435, 2070, 2110, 483, 1552, 69, 513, 418, 2017, 298, 1592, 1076, 1532, 2202, 973, 1561, 1382, 1615, 411, 1962, 994]	[1367, 1946, 328, 796, 747, 1070, 167, 1929, 158, 1666, 2202, 344, 1038, 483, 624, 69, 2154]
639	20	195	[45, 176, 1342, 23, 2175, 2081, 1900, 917, 760, 572, 207, 805, 2070, 281, 230, 1400, 204, 1628, 2017, 1711, 1382, 22, 1289, 777]	[1711]
495	3	106	[2078, 1856, 176, 1498, 531, 2086, 652, 635, 1292, 1151, 507, 720, 1291, 466, 460, 496, 1392, 1320, 891, 1902, 2094, 2027, 22, 636]	[460, 2029]
636	8	196	[1777, 1158, 2078, 2098, 176, 1588, 531, 2086, 1067, 476, 23, 635, 637, 486, 1016, 1292, 990, 507, 720, 648, 98, 1291, 183, 1932, 460, 496, 1296, 1412, 1512, 2017, 1902, 732, 2027, 22, 1289]	[2078, 2098, 1856, 637, 1291, 1292, 1512, 89, 1588, 145, 1320, 507, 531, 1902, 2027, 1636]
592	6	6	[1042, 1869, 2137, 2017, 1181, 2007, 2181, 2002, 2112, 1342, 2019, 1289]	[]
476	8	197	[2078, 1856, 561, 176, 1498, 531, 2086, 527, 1067, 23, 559, 635, 1292, 507, 922, 1705, 98, 490, 1759, 1291, 566, 460, 496, 508, 1842, 557, 1902, 2027, 22]	[508, 2078, 490, 1856, 1759, 176, 1292, 2027, 566, 507, 460, 1902, 496, 2086, 22, 1067]
692	8	9	[2159, 1158, 45, 176, 1498, 1593, 1404, 325, 686, 531, 2086, 314, 2164, 23, 652, 635, 1292, 1343, 507, 1217, 922, 720, 1157, 1912, 1759, 183, 566, 496, 508, 2027, 1296, 891, 2095, 21, 1902, 2083, 22, 1389, 1289]	[1157, 652, 1283, 1273, 1437, 176, 1498, 891, 1343, 2095, 2027, 507, 1150, 1268, 1217, 22, 720, 2164]
1265	8	49	[445, 45, 1406, 1163, 717, 985, 106, 895, 1251, 23, 1823, 1691, 104, 1990, 1623, 1613, 1821, 1060, 621, 557, 1815, 1174, 1736]	[1406, 1691, 1990, 895, 1736, 1174, 1060, 1821]
720	8	9	[1563, 2386, 1158, 2159, 2078, 561, 176, 1498, 325, 686, 531, 2086, 1067, 314, 2164, 23, 559, 652, 635, 1292, 507, 922, 1759, 694, 805, 566, 1981, 496, 508, 2017, 1063, 109, 21, 1902, 434, 2027, 22, 1389, 1289]	[1563, 176, 1498, 531, 314, 2164, 692, 652, 1273, 1292, 1343, 507, 1268, 760, 566, 508, 1283, 891, 2095, 154, 574, 2027, 22, 1289]
1182	18	26	[1202, 673, 2017, 558, 698, 674, 346, 1400, 1027, 391, 973, 204, 744, 837]	[1121, 2119, 1207, 408, 1087, 552, 1160, 399]
388	22	26	[451, 1886, 1381, 1460, 176, 502, 1342, 161, 1536, 1998, 1045, 736, 23, 486, 208, 505, 1331, 170, 1900, 744, 664, 1912, 572, 207, 22, 230, 1400, 1571, 1896, 850, 411, 1112, 660, 1665, 418, 2017, 2156, 298, 20, 1619, 986, 21, 973, 1382, 1615, 1190, 434, 994, 1344, 1289]	[1886, 1342, 1536, 1045, 736, 1547, 1924, 505, 2191, 186, 664, 207, 1803, 694, 230, 1855, 204, 656, 1112, 660, 986, 152, 1615, 1136]
1942	28	50	[2243, 450, 1640, 1456, 1460, 1744, 898, 281, 2136, 1024, 2134, 1190, 434, 2083, 1613, 1978]	[450, 1640, 1744, 281, 2136]
986	22	26	[451, 1886, 176, 1342, 161, 1536, 2189, 1067, 1045, 736, 23, 486, 1899, 505, 1331, 2191, 1900, 1039, 744, 1912, 572, 207, 1400, 388, 204, 656, 2090, 1122, 1112, 660, 1665, 1890, 2017, 1181, 418, 298, 2156, 20, 1619, 973, 1382, 1615, 434, 411, 994, 22, 1389, 1289]	[1342, 1924, 1544, 2191, 186, 1921, 664, 207, 1803, 694, 230, 388, 608, 1855, 204, 656, 1112, 152, 1615]
1180	9	53	[23, 486, 1118, 1666, 2155]	[1118, 703, 1209]
1281	19	0	[2001, 1707, 747, 285, 915, 1905, 1987, 371, 1286, 1022, 161, 1758, 1129, 23, 1494, 619, 208, 2160, 1657, 1348, 1660, 1413, 253, 2110, 1552, 69, 1775, 1023, 1453, 1829, 1656, 2017, 1070, 1076, 1482, 258, 1532, 2202, 973, 529, 1962, 1384, 1602, 837]	[1367, 796, 1962, 1494, 167, 158, 1666, 2202, 371, 344, 483, 781, 1038, 69, 1384, 1602]
324	13	198	[2377, 1460, 1489, 478, 395, 91, 977]	[]
326	13	198	[324]	[]
357	8	49	[45, 1107, 721, 1498, 1411, 106, 314, 23, 1273, 1343, 507, 104, 1845, 344, 760, 658, 1060, 1746, 2017, 725, 109, 546, 434, 2083, 22]	[1930, 1746, 45, 1406, 721, 985, 1411, 1990, 109, 557, 104, 829, 1231, 36, 658, 314, 1821]
382	6	8	[1609, 381, 2017, 1181, 297, 455, 237, 407, 1832, 973, 184, 1473, 1696, 1791, 737, 384]	[]
622	6	8	[2064, 2017, 1391, 1808, 407, 887, 12, 810, 928]	[]
381	6	8	[383, 2017, 1181, 698, 455, 1922, 1832, 973, 382, 1791, 384]	[]
407	6	8	[2064, 2017, 1506, 2135, 887, 382, 12, 465, 810, 622, 928]	[]
928	6	8	[1176, 2064, 1391, 407, 887, 1458, 12, 810, 622, 1177]	[]
455	6	8	[1910, 381, 151, 836, 698, 2017, 558, 1849, 1666, 1832, 184, 382, 177, 12, 1473, 1696, 933]	[]
676	2	8	[1822, 139, 2052, 2317, 2036, 1725, 407, 12, 1176, 1391, 638, 2066, 140, 1834, 2064, 2009, 2171, 2135, 1177]	[139, 1725, 638, 2317, 2066, 2036, 12, 465, 1834]
694	22	58	[451, 1886, 2159, 45, 176, 1342, 161, 1536, 2086, 1067, 1609, 1045, 736, 23, 486, 990, 1331, 2160, 2081, 922, 1633, 744, 720, 769, 1912, 471, 572, 207, 230, 1400, 643, 2090, 1122, 1628, 1890, 1662, 2017, 2156, 298, 20, 1532, 1913, 1619, 21, 973, 1382, 1615, 411, 1289, 994, 22, 1332, 175]	[176, 1342, 1536, 1045, 736, 23, 486, 2160, 2334, 1633, 207, 1803, 230, 1400, 391, 388, 1855, 204, 1112, 1890, 298, 986, 1619, 152, 1382, 1615, 994, 1289]
155	8	49	[23, 557, 895, 1251, 1060]	[895, 492, 1251, 1060]
1548	18	44	[]	[2119, 1207, 408, 1087, 1160, 399]
367	11	0	[]	[390, 875, 2320, 2052, 1166, 1973, 1621, 2317, 914, 1833, 884, 2045, 928, 817, 1316, 1146, 407, 1523, 2327, 2215, 2404, 126, 1353, 594, 613, 1710, 1372, 544, 2013, 1433, 2009, 2171, 358, 1517, 708, 622]
358	0	8	[407, 810]	[]
383	6	8	[381, 2017, 455, 382, 933, 384]	[]
366	11	0	[]	[1364, 2392, 1601, 2222, 1606, 2218, 944, 1833, 2117, 1878, 1316, 1830, 361, 2250, 1479, 871, 1607, 1836, 989, 2215, 573, 2404, 1353, 795, 41, 1372, 1834, 2217, 1917, 1433, 2009, 1465, 1605, 2059, 939, 309, 953]
1050	3	4	[451, 1069, 1847, 32, 1212, 333, 762, 2081, 1017, 266, 894, 179, 389, 1508, 211, 1228, 1753, 899, 1382, 2123, 91]	[1069, 333, 1508, 1753, 2123, 32]
308	0	0	[]	[1364, 1601, 1606, 2218, 1833, 291, 548, 107, 1878, 1830, 361, 2250, 564, 341, 1466, 1839, 1105, 989, 2215, 573, 1353, 2092, 41, 1372, 2217, 1917, 1766, 1605, 2059, 939, 953]
307	0	0	[]	[2396, 539, 1606, 2218, 1833, 548, 1878, 1830, 564, 1459, 562, 950, 871, 1466, 1836, 1470, 1839, 911, 226, 1048, 2215, 410, 2092, 1468, 2217, 1917, 1465, 1356, 1766, 2264, 1362, 975]
384	6	8	[383, 381, 2017, 455, 237, 184, 382, 69, 1020, 933, 1021]	[]
365	13	0	[]	[55, 1629, 215, 817, 1776, 560, 812, 203, 337, 1068, 76, 613, 156, 2013, 1956, 880, 926, 1954, 394, 1604]
1700	5	4	[811, 1603, 1951, 1009, 924, 1446, 23, 838, 408, 1175, 744, 673, 674, 204, 1599, 1579, 2400, 1012, 2156, 1181, 558, 418, 1532, 1711, 1221, 2083, 346, 1289, 837]	[]
992	8	74	[969, 879, 1564, 724, 462, 1257, 1853, 553, 1402, 1625, 118, 2021, 761, 1259, 120]	[879, 1564, 724, 462, 1257, 761, 1825, 1402, 1625, 553, 2021, 118, 120]
736	22	115	[445, 655, 451, 1886, 2159, 176, 1342, 161, 1536, 1998, 1067, 1609, 1045, 23, 486, 1899, 208, 505, 1331, 2160, 1900, 1039, 744, 1339, 1912, 471, 572, 207, 694, 435, 230, 1400, 388, 204, 1855, 643, 411, 1122, 1665, 1662, 2017, 1890, 418, 298, 20, 1619, 21, 973, 1382, 1615, 1190, 434, 1289, 994, 22, 1332]	[451, 502, 1342, 161, 1536, 1998, 1067, 1045, 23, 505, 2160, 1900, 744, 207, 694, 230, 1400, 388, 204, 1890, 298, 20, 807, 1619, 1615, 1289, 994, 22, 1332]
895	8	46	[155, 1265, 23, 45, 1691, 1163, 1320, 1060, 557, 1666, 106, 1762, 2094, 1174, 335, 1736]	[155, 1265, 1691, 1251, 1174, 1060]
86	8	41	[992, 724, 1131, 1257, 119, 1594, 1065, 111, 609, 118, 120]	[879, 1257, 1065, 111, 609, 118]
923	8	0	[23, 207, 1107, 2017, 1400, 208, 1711, 434, 850, 1821]	[263]
741	3	167	[445, 451, 1491, 704, 1342, 1045, 1583, 1924, 1899, 1845, 1099, 170, 266, 572, 1665, 179, 418, 1619, 234, 899, 1382, 411]	[]
807	18	89	[445, 451, 1342, 842, 1536, 161, 1998, 1609, 1045, 736, 23, 486, 208, 1900, 1039, 744, 1323, 1339, 1912, 572, 207, 230, 1400, 1896, 204, 411, 1122, 1662, 2017, 418, 1532, 1619, 21, 973, 1382, 1615, 1190, 434, 994, 1289]	[534, 1339, 736, 207, 661, 505, 1323]
1412	8	199	[1886, 1163, 551, 1588, 686, 1103, 23, 559, 1016, 990, 668, 1990, 892, 1243, 496, 605, 488, 558, 994, 1289]	[1016, 1289, 990, 635]
2134	2	10	[1047, 1464, 450, 23, 1456, 1744, 930, 1063, 2136, 1024, 973, 434, 1342, 2083, 1432, 1613, 1942]	[1456, 450, 1169, 1942]
704	3	167	[1045, 451, 1583, 266, 179, 350, 1491, 901, 1619, 1753, 234, 1382, 1190, 146, 1099, 1369, 741]	[1583, 266, 350, 322, 899, 758, 146, 1099, 901, 741]
1986	3	199	[1045, 451, 1665, 1844, 471, 207, 1619, 1932, 856, 1342, 429, 1039]	[856, 429]
815	16	89	[2159, 45, 176, 686, 1692, 1536, 1464, 736, 23, 652, 486, 1016, 1292, 208, 2160, 922, 744, 1288, 572, 805, 1888, 496, 2027, 1030, 488, 994, 1662, 2017, 1842, 558, 1532, 1922, 1902, 2083, 22, 1289, 777]	[2159, 733, 356, 805, 1888, 1922, 420, 957, 346, 1816, 488, 777]
1574	16	3	[1788, 2159, 2078, 45, 561, 176, 1498, 2086, 1067, 577, 1464, 23, 486, 1292, 507, 922, 744, 982, 733, 572, 805, 1562, 496, 850, 508, 643, 418, 2017, 20, 973, 2027, 22, 777]	[1788, 577, 2159, 1288, 1856, 561, 176, 1292, 2027, 507, 957, 508, 22, 922, 1067]
548	11	7	[911, 539, 1601, 224, 1468]	[]
503	26	200	[1039]	[]
750	3	201	[1061]	[1061]
347	11	0	[]	[1364, 2052, 77, 2222, 944, 2317, 548, 564, 1479, 1909, 638, 2215, 1353, 41, 2398, 1372, 2217, 1433, 872, 135, 541, 876, 590, 1605, 1517, 959]
338	8	49	[1886, 45, 1537, 106, 1342, 161, 1045, 23, 990, 208, 344, 1192, 744, 1912, 550, 572, 2070, 230, 1400, 850, 204, 418, 20, 1532, 1619, 21, 1711, 973, 1382, 1615, 411, 994, 1174, 1389, 1289, 837]	[23, 45, 1762, 725, 103, 2070, 557, 466, 106, 467, 1192, 1174, 1438, 1821]
410	6	7	[911, 2017, 539, 208, 1152, 1459, 1142]	[]
341	6	7	[323, 378, 418, 2017, 1105]	[]
323	6	7	[341, 378, 2017, 1105, 1353]	[]
1298	17	50	[451, 1886, 1474, 45, 1844, 1342, 842, 161, 1609, 1045, 23, 698, 208, 1331, 1432, 744, 550, 572, 230, 1400, 1243, 850, 1843, 1662, 2017, 1181, 418, 20, 1913, 1922, 973, 1615, 434, 411, 994, 1289]	[1843, 1474, 1844, 572, 1079, 281, 1024, 973, 1432]
586	8	40	[1930, 743, 657, 263, 1594, 512, 329, 1004, 718]	[1930, 402, 657, 263, 1594, 512, 329, 1366]
380	10	0	[]	[1874]
439	0	0	[727, 430, 456, 359]	[]
359	6	202	[1019, 320, 1886, 1474, 23, 1573, 2017, 1890, 1967, 230, 727, 456, 1949, 1893, 1868]	[]
927	6	2	[1127, 1474, 68, 572, 1181, 448, 418, 297, 136, 398, 1693, 727, 1647, 1256, 1192, 255]	[]
312	11	0	[1446, 678, 101, 790, 405, 464, 1669]	[]
1171	2	203	[844, 463, 968]	[463, 968]
1118	9	204	[]	[1180, 703, 1209]
1462	8	21	[735, 1579, 847, 1442, 769, 1103]	[2394, 1442, 2155, 2295, 2397, 1103, 735, 1752, 2351, 769, 1310, 1897, 892, 847, 845, 2012, 1579, 1628, 2158, 389, 2296, 2025, 1389]
1913	8	205	[445, 1886, 2159, 45, 176, 1342, 1609, 1045, 736, 23, 789, 208, 1331, 2160, 1192, 744, 1019, 572, 694, 230, 1400, 587, 850, 204, 643, 488, 1890, 1662, 418, 20, 1532, 1619, 21, 973, 1382, 1615, 411, 994, 1289, 837]	[1609, 1886, 23, 401, 572, 1662, 20, 1400, 21, 1331, 2160, 1342, 1289, 850, 643, 744, 994]
1137	15	0	[451, 1886, 2159, 659, 1460, 808, 1342, 1653, 1045, 23, 2324, 1331, 1900, 2081, 769, 1694, 471, 572, 207, 435, 230, 1400, 388, 204, 2090, 1628, 1843, 1665, 418, 2017, 2178, 2133, 1619, 21, 1711, 1382, 1615, 411, 1289]	[2321, 2286, 2324, 2133, 1828, 2081]
479	15	147	[2394, 451, 2159, 659, 2155, 1125, 735, 1658, 652, 1752, 2081, 769, 2351, 572, 892, 1294, 845, 2331, 1628, 1579, 389, 1186, 418, 103, 1063, 1382, 2025, 434, 1389, 1289]	[2262, 2272, 659, 2397, 2115, 2261, 1752, 974, 2351, 1897, 2301, 1130, 845, 1628, 1186, 2296, 2025, 1014, 2274]
1065	8	41	[450, 992, 724, 1257, 208, 111, 513, 609, 120]	[879, 992, 1257, 111, 553, 609]
441	8	41	[2078, 1498, 1411, 1445, 314, 1464, 652, 1292, 507, 1705, 1759, 1908, 1295, 496, 1628, 2095, 1027, 434, 2027, 22, 335, 36, 777]	[]
337	13	0	[1629]	[]
1962	19	117	[2001, 285, 1905, 1022, 1933, 2204, 1129, 1494, 619, 344, 1348, 1413, 482, 2070, 253, 483, 1552, 1794, 69, 1829, 258, 2202, 1602]	[1829, 1494, 1076, 619, 371, 1987, 1933, 1794, 1384]
1829	19	206	[2001, 1707, 747, 1905, 1987, 371, 1933, 1461, 1494, 344, 2070, 483, 1794, 69, 258, 2202, 1962, 1384, 1602]	[1494, 1076, 619, 371, 1987, 1933, 1962, 1384, 1602]
1782	16	0	[2078, 176, 325, 1692, 2086, 1067, 314, 652, 635, 1292, 408, 507, 1540, 1759, 1295, 957, 508, 1030, 1842, 2136, 1902, 2027, 777]	[2335, 2360, 2336]
585	19	0	[1367, 915, 1864, 1987, 1727, 1022, 1933, 619, 1666, 2102, 344, 1657, 1413, 796, 2110, 483, 1794, 69, 2017, 1929, 1076, 1384]	[1076, 1864]
520	35	77	[836, 1985, 1781]	[]
1540	8	39	[451, 2159, 1537, 1107, 1498, 1411, 952, 556, 314, 2164, 692, 23, 652, 486, 1292, 507, 104, 1845, 1231, 720, 388, 850, 513, 806, 823, 2017, 1063, 2136, 109, 1525, 21, 434, 2027, 22, 1289]	[1930, 1626, 1537, 176, 1498, 1411, 325, 1410, 556, 314, 692, 652, 1151, 1231, 720, 1543, 864, 806, 109, 1596, 22]
545	1	101	[176, 1342, 1045, 23, 486, 1494, 990, 340, 1898, 1332, 170, 63, 214, 1855, 204, 11, 1662, 2156, 20, 1619, 1382, 973, 411, 22, 1289]	[]
748	8	207	[879, 992, 724, 774, 462, 1257, 1853, 1065, 111, 1402, 118, 761, 609, 1259, 120]	[879, 724, 462, 1257, 1853, 1065, 609]
519	10	137	[973, 1781]	[]
1818	8	21	[2394, 1462, 1442, 2155, 2115, 2268, 735, 1103, 23, 1752, 769, 892, 1294, 845, 2012, 479, 2331, 1579, 1628, 2319, 973, 411, 22, 1389, 1289]	[2394, 735, 1628, 1579, 1462, 1310, 766, 1752, 892, 1442, 845, 2025, 2155, 1389, 2012, 769]
1377	8	39	[1930, 451, 1886, 2159, 1474, 45, 1537, 1342, 161, 314, 2164, 1609, 1045, 736, 23, 652, 486, 208, 1331, 1898, 344, 1039, 744, 720, 664, 1912, 550, 572, 2070, 230, 513, 204, 864, 2017, 1181, 20, 1619, 1711, 973, 1382, 1615, 411, 994, 1289]	[1930, 1244, 657, 1537, 1498, 325, 263, 58, 864, 556]
1158	8	46	[1563, 1798, 176, 1498, 2085, 531, 494, 2164, 692, 652, 1016, 1273, 1292, 1343, 1268, 720, 760, 1157, 1620, 508, 1283, 2139, 891, 976, 154]	[1563, 760, 1157, 1798, 652, 1283, 2139, 1273, 976, 183, 154, 531, 494, 1268, 720]
744	9	27	[655, 451, 1886, 2159, 45, 176, 1342, 161, 1536, 1998, 1609, 1045, 736, 23, 208, 1331, 1912, 550, 572, 207, 694, 1888, 230, 1400, 388, 204, 1662, 2017, 1181, 418, 20, 1532, 1619, 21, 973, 1615, 434, 411, 994, 1289]	[1886, 1045, 736, 418, 572, 207, 952, 1400, 362, 1342, 994, 1998]
363	3	208	[1193, 1139, 1451]	[1396, 1451, 2173, 195, 1139, 965]
336	7	6	[634, 1446, 2100, 1181, 435, 474, 1726, 2223, 1813]	[1446, 1350, 1025, 621, 1643, 270, 1644, 1040, 2380, 1359, 1646, 2405, 2223, 108, 1813, 977, 1726]
713	10	0	[]	[]
2034	9	3	[2078, 1856, 176, 531, 2086, 527, 1067, 476, 23, 559, 635, 486, 1292, 507, 922, 98, 1759, 1291, 566, 460, 508, 557, 1902, 2027, 22]	[]
345	36	0	[]	[449]
451	3	24	[1381, 1069, 1460, 176, 952, 1342, 1536, 1827, 1045, 736, 23, 1899, 505, 1731, 1900, 471, 572, 207, 694, 230, 1400, 388, 204, 2016, 2090, 1618, 411, 1122, 1665, 418, 1619, 986, 1382, 1615, 1190, 434, 994, 22, 1289]	[1381, 1460, 1069, 1827, 1045, 1899, 1900, 1039, 207, 471, 204, 2016, 2090, 1122, 1665, 1619, 1615, 1190, 1332]
654	19	12	[1367, 1537, 1772, 1107, 1987, 1342, 161, 1129, 1045, 2147, 23, 486, 619, 208, 1666, 344, 396, 1144, 1912, 2070, 1400, 253, 2110, 483, 1794, 1590, 418, 2017, 1929, 1076, 1532, 2202, 973, 1561, 529, 1962, 1657, 1289]	[1367, 328, 796, 747, 1494, 1929, 167, 2070, 158, 986, 1666, 2202, 344, 396, 483, 69, 249]
396	19	12	[1367, 161, 23, 486, 619, 1666, 344, 744, 1144, 2070, 483, 643, 654, 418, 2156, 103, 1532, 411, 994]	[1367, 747, 801, 158, 1666, 729, 344, 796, 2070, 1038, 483, 69, 249, 654, 328, 1929, 167, 1076, 1532, 2202]
422	3	209	[798, 411, 451, 23, 1381, 471, 2017, 418, 408, 1619, 1711, 1359, 1731, 1951, 777]	[]
962	4	3	[973, 1449, 839, 208]	[1453, 698, 833, 1670, 837]
1094	17	50	[445, 23, 2017, 1460, 1744, 1079, 1498, 2299, 698, 1899, 1024, 2349, 839, 1400, 22, 1651]	[572, 1092, 1744, 1079, 2299, 1024, 2349, 411, 1432, 1095]
1844	17	50	[1474, 45, 1342, 161, 1998, 1298, 1609, 1045, 23, 208, 839, 1432, 744, 1912, 550, 572, 207, 230, 1400, 850, 204, 1843, 2017, 20, 973, 1615, 434, 411, 994, 837]	[1298, 1474, 572, 1744, 281, 1404, 2246, 973, 1680, 1432]
1245	8	44	[]	[2184, 1549, 33, 2098, 2032, 1588, 533, 780, 675, 666, 1937]
1331	8	57	[655, 1886, 1474, 45, 176, 325, 1342, 842, 161, 1998, 1609, 1045, 736, 23, 789, 208, 2160, 744, 1019, 1912, 550, 471, 572, 207, 230, 1400, 388, 850, 204, 643, 1662, 2017, 1181, 418, 20, 1532, 1711, 21, 973, 1382, 1615, 411, 994, 1289, 777]	[]
1041	7	187	[1045, 1635, 207, 2017, 142, 973, 2263, 1342, 204]	[]
674	0	210	[1984, 1330, 629, 1101, 1103, 23, 2169, 673, 471, 2067, 1329, 2167, 605, 1599, 488, 1012, 2178, 558, 1027, 411, 346]	[1984, 321, 1330, 924, 2169, 673, 2178, 1700, 1721, 346, 2247, 2067, 1329, 1599, 1027, 1951, 629, 488]
1445	8	93	[1126, 1585, 1719, 1624, 1151, 2094, 1623, 1392]	[1126, 1585, 2072, 1719, 1624, 1151, 2039, 2077, 1623, 1392, 1141]
1684	26	211	[973]	[2037, 1851, 2055, 1938, 2103, 1953, 1408, 2255, 1407, 739]
234	14	121	[2037, 722, 1665, 266, 298, 211, 1491, 899, 762, 894, 977, 739]	[1213, 1212, 179, 1491, 1838, 894]
1325	3	121	[451, 2052, 1069, 1032, 977, 1045, 1447, 275, 1944, 1900, 1895, 230, 994, 2090, 2064, 1112, 1321, 2140, 1181, 20, 411, 91, 960]	[1028, 841, 1753, 275, 1895]
974	15	21	[2394, 659, 2155, 2268, 2115, 23, 1752, 2351, 769, 1897, 1294, 845, 981, 849, 2331, 1628, 1579, 389, 1186, 1815, 2025, 1389]	[2262, 1628, 2115, 2274, 2272, 1186, 2261, 1897, 479, 2301, 1130, 1752, 2296, 845, 2351, 2268]
1929	19	12	[1367, 1299, 801, 1163, 1342, 161, 23, 486, 619, 208, 1666, 344, 1438, 796, 1385, 654, 2017, 167, 1076, 1384]	[1367, 654, 328, 796, 801, 747, 167, 158, 1666, 729, 2202, 344, 396, 483, 781, 249]
351	0	0	[]	[390, 364, 1042, 961, 1570, 1875, 1748, 236, 569, 665, 1966, 2176, 592, 1785, 2117, 1479]
932	6	2	[554, 136, 1988, 1535, 1998, 123, 448, 1489, 1541, 683, 532, 572, 852, 233, 483, 141, 1112, 1127, 1919, 2017, 1181, 956, 299, 1939, 727, 691, 973, 555, 1970, 1849, 994]	[]
715	6	2	[677, 927, 554, 304, 136, 944, 1256, 123, 23, 217, 932, 1892, 575, 714, 532, 424, 1225, 1205, 149, 1290, 1270, 141, 1224, 1127, 1919, 667, 299, 1939, 973, 853, 555, 1849, 280]	[]
554	6	2	[45, 136, 1988, 1535, 1256, 1674, 23, 1489, 932, 1541, 255, 714, 532, 715, 297, 233, 1205, 1270, 141, 1919, 745, 2017, 1181, 1592, 299, 1939, 691, 973, 555, 994]	[]
555	6	2	[45, 554, 136, 1988, 1713, 287, 1674, 123, 23, 1489, 932, 208, 1541, 683, 532, 715, 1300, 1290, 1270, 141, 2017, 1181, 956, 299, 1939, 973, 1849, 994]	[]
1205	6	2	[677, 554, 944, 1342, 1674, 187, 123, 23, 2172, 683, 184, 714, 532, 68, 572, 715, 852, 483, 149, 1290, 1270, 395, 1021, 141, 589, 1127, 1919, 2017, 1181, 298, 1939, 973, 1020, 1289, 280, 1234]	[]
1270	6	2	[677, 927, 554, 151, 304, 136, 944, 1713, 1286, 1256, 123, 23, 932, 1892, 317, 575, 714, 532, 715, 424, 166, 1205, 1290, 141, 589, 1224, 1127, 1919, 745, 667, 1181, 20, 1939, 691, 973, 853, 555, 1849, 1020]	[]
714	6	2	[677, 927, 554, 136, 944, 1256, 161, 123, 23, 208, 1892, 575, 550, 715, 424, 1225, 1896, 1205, 1480, 1290, 1270, 141, 1224, 1127, 1919, 1635, 667, 1181, 299, 1939, 2006, 973, 691, 853, 1970, 1849, 994, 837]	[]
532	6	2	[2159, 554, 1844, 1988, 811, 1998, 977, 932, 1541, 683, 184, 271, 572, 805, 483, 1205, 1290, 1855, 141, 2017, 1181, 299, 1939, 853, 555]	[]
1915	3	65	[1375, 1131, 73, 844]	[1375, 1131, 73, 844]
844	2	65	[1375, 1131, 73, 1915]	[1375, 1131, 73, 1915]
919	9	30	[191, 1450, 138, 1552]	[1173, 1385, 1450, 191, 138]
405	13	7	[960, 2100, 972, 1181, 1800, 1558, 2248, 1032, 1669, 994, 1735, 977]	[]
874	4	3	[1660, 837, 1779]	[1453, 869, 698, 877, 1670, 837]
1992	8	132	[1563, 1788, 1930, 451, 2159, 176, 1498, 1411, 1410, 2086, 314, 1045, 1464, 23, 652, 1292, 1331, 507, 693, 1268, 1589, 720, 1540, 982, 1759, 183, 608, 2027, 1613, 1628, 1100, 1283, 2017, 546, 109, 21, 1902, 973, 434, 1596, 2083, 22]	[1100, 710, 1498, 645, 109, 546, 21, 22, 314]
1636	8	144	[1319, 1320, 976, 732, 1797, 2029]	[1512, 637, 1856, 1320, 1797]
394	13	0	[]	[55, 817, 2300, 337, 1956, 2013, 365, 75, 560, 880, 926, 1954, 129, 387, 613, 1629, 215, 203]
428	10	0	[]	[]
504	10	0	[]	[1219, 836, 1874, 890, 284, 218, 991, 2073]
623	10	0	[]	[1306, 1219, 1793, 2201, 995, 836, 1704, 1668, 1443, 284, 855, 2113, 1253, 2073]
1552	4	145	[2001, 915, 285, 1936, 1727, 1022, 1758, 1129, 1494, 698, 158, 1739, 2310, 1666, 344, 1484, 1657, 1413, 935, 482, 253, 2110, 69, 2000, 1023, 1453, 509, 1656, 1076, 1482, 258, 2202, 1962, 1384, 1891, 1255, 837]	[2001, 1707, 1911, 915, 285, 1936, 1727, 1022, 1758, 2204, 1129, 1739, 1484, 917, 1348, 1660, 1413, 2110, 2000, 1390, 1656, 1482, 1483, 529]
1112	22	26	[451, 1886, 502, 1342, 1536, 2189, 1045, 736, 23, 208, 1024, 505, 2191, 744, 1168, 664, 550, 572, 1803, 207, 837, 230, 1400, 388, 277, 643, 1628, 1843, 660, 418, 2017, 2156, 298, 20, 973, 1615, 434, 411, 994, 1289, 1095]	[502, 1342, 2189, 1547, 1597, 2191, 186, 664, 1284, 207, 1803, 694, 230, 388, 1855, 501, 660, 986, 152]
